Date,Open,High,Low,Close,Adj Close,Volume
2019-10-23,54.410000,54.820000,53.869999,54.770000,48.229694,13025500
2019-10-24,54.849998,54.970001,53.860001,54.369999,47.877453,14594500
2019-10-25,54.500000,55.250000,54.400002,54.980000,48.414612,12353100
2019-10-28,54.860001,55.930000,54.709999,55.590000,48.951763,13931300
2019-10-29,55.619999,56.119999,55.330002,55.770000,49.110268,9118900
2019-10-30,56.240002,56.919998,55.840000,56.869999,50.078918,14159000
2019-10-31,56.459999,58.220001,56.310001,57.369999,50.519203,25041900
2019-11-01,57.990002,58.459999,57.090000,57.160000,50.334286,17122200
2019-11-04,57.099998,57.240002,56.529999,56.639999,49.876385,12960100
2019-11-05,56.689999,56.869999,55.970001,56.389999,49.656239,10503300
2019-11-06,56.610001,57.139999,56.139999,56.959999,50.158176,13475600
2019-11-07,57.029999,57.619999,56.900002,57.580002,50.704136,11892700
2019-11-08,57.610001,58.060001,57.290001,58.020000,51.091595,11580000
2019-11-11,57.869999,58.299999,57.450001,58.150002,51.206078,9096700
2019-11-12,58.250000,59.000000,58.119999,58.389999,51.417408,9700600
2019-11-13,58.240002,59.180000,57.900002,58.790001,51.769642,12857500
2019-11-14,58.610001,58.849998,57.919998,58.509998,51.523083,10931900
2019-11-15,58.540001,58.790001,58.400002,58.590000,51.593525,9723800
2019-11-18,58.189999,58.529999,57.290001,57.650002,50.765770,28506700
2019-11-19,57.840000,57.849998,56.259998,56.480000,49.735489,39248100
2019-11-20,56.160000,56.500000,55.299999,56.410000,49.673851,185413200
2019-11-21,57.130001,57.459999,56.459999,56.849998,50.061310,22932700
2019-11-22,56.650002,57.119999,55.919998,56.450001,49.709072,21515600
2019-11-25,56.919998,57.099998,55.939999,56.169998,49.462509,23231400
2019-11-26,56.330002,56.900002,56.080002,56.730000,49.955639,21781800
2019-11-27,56.939999,57.849998,56.900002,57.599998,50.721748,25908300
2019-11-29,57.230000,57.369999,56.849998,56.939999,50.140553,11292400
2019-12-02,57.340000,58.099998,57.279999,57.410000,50.554440,24715100
2019-12-03,57.000000,57.810001,56.680000,57.750000,50.853828,16233300
2019-12-04,57.830002,58.980000,57.549999,58.900002,51.866508,22257200
2019-12-05,58.860001,59.669998,58.799999,59.480000,52.377243,17149700
2019-12-06,59.880001,60.860001,59.820000,59.950001,52.791122,17765400
2019-12-09,60.590000,61.580002,60.400002,61.279999,53.962299,16110700
2019-12-10,61.029999,62.369999,60.930000,62.090000,54.675571,19224800
2019-12-11,62.869999,62.980000,61.959999,62.410000,54.957367,18262900
2019-12-12,62.419998,64.220001,62.419998,63.939999,56.304665,17353600
2019-12-13,64.040001,64.750000,63.790001,63.820000,56.198986,14526400
2019-12-16,63.099998,64.269997,63.009998,63.500000,55.917202,23018200
2019-12-17,63.799999,64.550003,63.540001,64.110001,56.454357,16207100
2019-12-18,63.869999,64.279999,62.970001,63.150002,55.609001,14824300
2019-12-19,63.180000,63.459999,62.740002,62.849998,55.344830,12928200
2019-12-20,63.580002,63.590000,62.919998,63.509998,55.926003,24137000
2019-12-23,63.549999,63.799999,63.080002,63.209999,55.661831,12914900
2019-12-24,63.020000,63.430000,63.009998,63.160000,55.617805,2890400
2019-12-26,63.230000,64.040001,63.180000,63.959999,56.322269,8187700
2019-12-27,64.169998,64.300003,63.830002,64.139999,56.480778,7684400
2019-12-30,64.089996,64.459999,63.639999,63.730000,56.119736,7862300
2019-12-31,63.590000,64.209999,63.509998,64.190002,56.524807,9378400
2020-01-02,63.849998,64.000000,63.139999,63.340000,56.170086,13163700
2020-01-03,62.610001,63.330002,62.549999,62.779999,55.673481,12984600
2020-01-06,62.900002,63.240002,62.669998,62.980000,55.850838,11311400
2020-01-07,62.840000,64.180000,62.770000,63.930000,56.693306,15551700
2020-01-08,64.050003,64.610001,63.860001,63.860001,56.631222,18527000
2020-01-09,64.139999,65.779999,64.120003,65.449997,58.041229,16169300
2020-01-10,65.449997,65.970001,65.040001,65.230003,57.846142,11698000
2020-01-13,65.430000,66.989998,65.370003,66.150002,58.662018,19243300
2020-01-14,65.809998,66.529999,65.570000,66.440002,58.919174,30560500
2020-01-15,66.430000,67.089996,66.430000,66.580002,59.043327,10937400
2020-01-16,66.629997,66.970001,66.510002,66.779999,59.220692,8435800
2020-01-17,66.750000,67.209999,66.699997,66.720001,59.167477,14375000
2020-01-21,66.699997,67.620003,66.529999,67.430000,59.797112,12519400
2020-01-22,67.910004,68.339996,67.220001,67.430000,59.797112,15186700
2020-01-23,67.129997,67.250000,66.029999,66.870003,59.300499,13183300
2020-01-24,66.389999,66.739998,63.610001,64.160004,56.897270,22453000
2020-01-27,63.259998,64.629997,63.090000,63.700001,56.489338,20951100
2020-01-28,64.129997,65.360001,63.900002,64.809998,57.473686,12761900
2020-01-29,65.019997,65.089996,64.129997,64.139999,56.879528,10763200
2020-01-30,63.799999,64.309998,63.389999,63.810001,56.586884,10783700
2020-01-31,63.630001,63.689999,62.509998,62.950001,55.824230,12898000
2020-02-03,63.099998,64.239998,63.049999,63.580002,56.382923,15986500
2020-02-04,64.070000,64.940002,64.050003,64.290001,57.012539,11740200
2020-02-05,64.919998,65.849998,64.849998,65.589996,58.165394,14991600
2020-02-06,67.000000,67.800003,66.389999,67.099998,59.504459,16488500
2020-02-07,66.680000,67.010002,65.839996,66.250000,58.750679,13093400
2020-02-10,65.879997,67.120003,65.800003,66.910004,59.335979,13218500
2020-02-11,67.349998,67.550003,66.970001,66.989998,59.406914,7261400
2020-02-12,67.089996,67.500000,66.570000,67.000000,59.415775,11213700
2020-02-13,66.720001,66.949997,66.040001,66.080002,58.599937,9149500
2020-02-14,66.250000,66.830002,65.980003,66.379997,58.865963,7530700
2020-02-18,66.510002,66.970001,65.440002,66.070000,58.591057,13831900
2020-02-19,66.000000,66.050003,65.360001,65.709999,58.271812,9905400
2020-02-20,65.629997,65.980003,64.889999,65.169998,57.792942,11360500
2020-02-21,64.870003,65.870003,64.800003,65.629997,58.200863,10134800
2020-02-24,64.080002,65.059998,63.689999,63.970001,56.728775,12105000
2020-02-25,63.889999,63.910000,61.599998,62.139999,55.105919,15706000
2020-02-26,61.750000,63.389999,61.610001,62.040001,55.017242,11264600
2020-02-27,61.000000,61.580002,59.560001,59.580002,52.835712,20624800
2020-02-28,57.759998,59.209999,56.369999,59.060001,52.374569,28292500
2020-03-02,59.570000,60.779999,58.680000,60.340000,53.509678,19500300
2020-03-03,60.860001,61.849998,58.340000,59.200001,52.498722,18250100
2020-03-04,60.200001,61.680000,59.689999,61.480000,54.520622,18228300
2020-03-05,60.700001,61.240002,59.840000,60.500000,53.651566,15119400
2020-03-06,58.880001,60.419998,58.759998,60.310001,53.483074,14833900
2020-03-09,56.009998,59.139999,56.000000,57.660000,51.133041,22385900
2020-03-10,58.820000,58.950001,55.910000,57.930000,51.372490,24831000
2020-03-11,56.779999,57.959999,55.810001,56.509998,50.113216,19768800
2020-03-12,52.330002,54.900002,50.619999,52.750000,46.778843,22963000
2020-03-13,54.889999,55.500000,51.779999,54.990002,48.765285,23503600
2020-03-16,50.130001,53.759998,48.009998,51.110001,45.324482,20582800
2020-03-17,51.830002,54.099998,51.200001,54.090000,47.967163,17519600
2020-03-18,51.630001,52.389999,48.020000,50.240002,44.552971,27384200
2020-03-19,50.110001,50.720001,48.130001,48.790001,43.267105,20058300
2020-03-20,49.049999,50.639999,47.250000,48.400002,42.921253,20370800
2020-03-23,47.189999,48.400002,45.759998,46.400002,41.147644,21237000
2020-03-24,48.180000,49.500000,47.389999,49.240002,43.666164,16484800
2020-03-25,49.029999,51.950001,48.169998,49.349998,43.763714,20921300
2020-03-26,50.459999,53.320000,50.310001,52.250000,46.335438,21600200
2020-03-27,51.110001,53.779999,50.869999,52.790001,46.814320,14498400
2020-03-30,53.200001,55.080002,53.200001,54.389999,48.233200,18013500
2020-03-31,54.299999,56.240002,54.240002,55.740002,49.430389,28455600
2020-04-01,53.619999,55.700001,53.520000,54.820000,48.614529,13441300
2020-04-02,54.840000,55.320000,53.580002,55.209999,49.365601,12929400
2020-04-03,54.990002,56.470001,54.900002,55.529999,49.651730,14654200
2020-04-06,57.070000,58.070000,56.580002,57.869999,51.744022,22589700
2020-04-07,58.529999,58.590000,56.680000,56.900002,50.876717,19224400
2020-04-08,57.049999,59.130001,56.360001,58.250000,52.083801,15268700
2020-04-09,58.799999,59.580002,58.369999,58.910000,52.673935,13256000
2020-04-13,58.500000,59.400002,58.060001,58.919998,52.682873,13921600
2020-04-14,59.830002,60.730000,59.630001,60.040001,53.684315,14259000
2020-04-15,59.299999,59.889999,58.900002,59.459999,53.165714,14402100
2020-04-16,59.799999,60.349998,59.500000,59.560001,53.255127,12984900
2020-04-17,60.380001,60.770000,59.880001,60.599998,54.185028,16697800
2020-04-20,60.750000,62.840000,60.599998,61.680000,55.150711,17446000
2020-04-21,60.860001,61.320000,60.259998,60.590000,54.176094,22203000
2020-04-22,61.259998,61.910000,60.880001,60.930000,54.480103,12081000
2020-04-23,61.320000,61.990002,60.840000,60.950001,54.497990,11897400
2020-04-24,61.669998,62.549999,61.259998,62.250000,55.660374,10460800
2020-04-27,62.639999,63.020000,62.410000,62.560001,55.937550,13994600
2020-04-28,62.930000,63.180000,61.770000,62.139999,55.562008,10858900
2020-04-29,62.369999,62.619999,61.529999,61.630001,55.105999,11035100
2020-04-30,60.849998,61.110001,60.360001,60.810001,54.372803,17554500
2020-05-01,60.849998,60.869999,59.680000,60.259998,53.881027,15582800
2020-05-04,60.740002,60.919998,59.730000,60.169998,53.800552,16989600
2020-05-05,60.599998,61.799999,60.430000,61.360001,54.864582,13340800
2020-05-06,61.650002,62.230000,60.939999,61.130001,54.658939,14589000
2020-05-07,62.520000,62.599998,60.619999,61.040001,54.578465,17531500
2020-05-08,61.830002,62.180000,60.950001,61.049999,54.587406,16960100
2020-05-11,60.869999,62.810001,60.770000,62.660000,56.026970,14146800
2020-05-12,63.169998,64.269997,62.880001,63.349998,56.643925,18928100
2020-05-13,63.169998,63.930000,62.580002,63.270000,56.572399,17287900
2020-05-14,62.500000,64.129997,62.130001,63.770000,57.019466,18221700
2020-05-15,64.199997,65.339996,63.810001,64.089996,57.305592,35224400
2020-05-18,64.919998,65.209999,63.480000,63.599998,56.867458,15170500
2020-05-19,63.430000,63.820000,62.490002,62.709999,56.071674,11052100
2020-05-20,63.000000,63.250000,60.830002,61.680000,55.150711,16658200
2020-05-21,61.619999,61.869999,60.439999,61.139999,54.667873,16016000
2020-05-22,61.009998,61.660000,60.590000,60.790001,54.354927,9228600
2020-05-26,61.509998,61.509998,60.180000,60.320000,53.934669,18447800
2020-05-27,60.000000,60.520000,59.110001,60.400002,54.006207,19071700
2020-05-28,60.959999,60.980000,59.680000,59.810001,53.478668,14977400
2020-05-29,60.299999,60.470001,59.380001,59.720001,53.398190,27224800
2020-06-01,59.459999,61.439999,59.430000,60.290001,53.907852,11507900
2020-06-02,60.290001,60.680000,59.270000,60.650002,54.229748,15460100
2020-06-03,60.700001,60.889999,59.689999,60.209999,53.836319,13497600
2020-06-04,59.820000,61.090000,59.820000,60.889999,54.444344,13476900
2020-06-05,61.180000,61.770000,60.529999,61.330002,54.837757,11862600
2020-06-08,60.599998,61.430000,60.400002,61.430000,54.927174,12549100
2020-06-09,61.750000,62.169998,60.930000,60.930000,54.480103,12159500
2020-06-10,61.240002,61.419998,59.900002,60.160000,53.791611,13343700
2020-06-11,59.900002,60.279999,56.400002,56.709999,50.706818,17371900
2020-06-12,57.590000,57.650002,55.590000,56.169998,50.223980,14864200
2020-06-15,55.639999,55.779999,54.070000,55.099998,49.267246,21617800
2020-06-16,55.930000,57.290001,55.500000,57.060001,51.019772,16973300
2020-06-17,57.209999,57.360001,56.709999,56.950001,50.921413,13638200
2020-06-18,56.570000,56.619999,55.580002,55.970001,50.045158,14113300
2020-06-19,56.700001,56.830002,54.730000,56.410000,50.438580,54134700
2020-06-22,56.240002,57.689999,55.919998,57.560001,51.466850,18716200
2020-06-23,57.939999,59.099998,57.820000,58.380001,52.200043,15557200
2020-06-24,58.110001,58.209999,57.110001,57.759998,51.645664,11177200
2020-06-25,58.009998,58.470001,57.700001,58.180000,52.021217,15267200
2020-06-26,57.959999,58.020000,56.669998,57.540001,51.448959,26132400
2020-06-29,57.990002,58.139999,57.310001,57.799999,51.681438,9831400
2020-06-30,57.860001,59.200001,57.500000,58.799999,52.575577,12139700
2020-07-01,59.189999,59.730000,58.880001,59.430000,53.138889,11738300
2020-07-02,59.299999,59.639999,58.750000,59.139999,53.283043,11366100
2020-07-06,59.599998,60.580002,58.869999,60.189999,54.229053,8810800
2020-07-07,59.759998,60.610001,59.520000,60.290001,54.319153,12766700
2020-07-08,60.320000,60.680000,59.279999,59.560001,53.661449,10507000
2020-07-09,59.660000,60.139999,57.830002,58.110001,52.355049,12780000
2020-07-10,58.000000,58.090000,57.160000,57.430000,51.742393,8770000
2020-07-13,57.570000,58.490002,57.500000,57.750000,52.030701,10149000
2020-07-14,57.830002,58.099998,57.290001,57.889999,52.156834,12153900
2020-07-15,58.650002,59.610001,58.320000,59.270000,53.400169,9459400
2020-07-16,59.230000,59.380001,58.730000,59.320000,53.445210,6949700
2020-07-17,59.700001,60.619999,59.400002,60.389999,54.409248,9078200
2020-07-20,60.290001,60.639999,59.220001,59.459999,53.571354,6759900
2020-07-21,59.590000,60.240002,59.320000,59.799999,53.877682,7802300
2020-07-22,59.889999,60.330002,59.340000,59.849998,53.922729,8961000
2020-07-23,60.119999,60.459999,59.570000,59.869999,53.940750,8913200
2020-07-24,59.669998,59.759998,57.549999,57.849998,52.120789,12531900
2020-07-27,57.549999,58.619999,57.349998,58.049999,52.300995,12372000
2020-07-28,58.549999,59.820000,58.240002,59.430000,53.544323,9816300
2020-07-29,59.160000,59.400002,58.590000,59.150002,53.292053,7357900
2020-07-30,58.799999,59.150002,58.340000,58.869999,53.039780,7175200
2020-07-31,58.880001,59.090000,57.770000,58.660000,52.850582,10443000
2020-08-03,59.110001,59.639999,58.950001,59.099998,53.247002,10337900
2020-08-04,58.830002,59.509998,58.529999,59.470001,53.580364,6527600
2020-08-05,59.950001,60.380001,59.410000,59.689999,53.778572,10662800
2020-08-06,62.000000,62.970001,60.419998,61.330002,55.256153,18961900
2020-08-07,61.560001,61.650002,60.419998,61.020000,54.976856,9969100
2020-08-10,60.959999,61.990002,60.770000,61.820000,55.697628,9820900
2020-08-11,62.970001,64.250000,62.689999,63.130001,56.877888,20736000
2020-08-12,63.580002,64.269997,63.450001,63.639999,57.337391,8616200
2020-08-13,63.020000,63.580002,62.900002,63.240002,56.977001,7748700
2020-08-14,63.189999,63.549999,62.750000,63.160000,56.904919,5606900
2020-08-17,63.410000,64.080002,63.169998,63.619999,57.319363,5972400
2020-08-18,63.490002,63.680000,62.900002,63.029999,56.787800,5745600
2020-08-19,63.070000,63.820000,62.950001,63.090000,56.841850,6092700
2020-08-20,62.779999,62.860001,61.930000,62.220001,56.058014,6326300
2020-08-21,62.220001,62.349998,61.740002,62.189999,56.030987,8031400
2020-08-24,62.340000,62.459999,61.700001,62.410000,56.229195,8721000
2020-08-25,62.750000,63.369999,62.500000,62.709999,56.499485,6620600
2020-08-26,62.500000,62.590000,61.580002,62.279999,56.112064,6195800
2020-08-27,62.500000,62.959999,62.240002,62.509998,56.319290,6389500
2020-08-28,62.500000,62.590000,61.849998,62.369999,56.193157,6380400
2020-08-31,62.380001,62.799999,61.950001,62.200001,56.039989,14189800
2020-09-01,62.200001,62.259998,60.689999,60.970001,54.931808,12154000
2020-09-02,60.790001,61.820000,60.459999,61.599998,55.499413,13287300
2020-09-03,61.619999,62.020000,59.529999,60.049999,54.102921,16483900
2020-09-04,60.180000,60.529999,59.250000,59.950001,54.012825,16405800
2020-09-08,59.869999,60.000000,58.139999,58.529999,52.733452,11735900
2020-09-09,58.930000,59.599998,58.759998,59.080002,53.228985,7173700
2020-09-10,58.990002,59.299999,58.180000,58.290001,52.517227,11995300
2020-09-11,58.459999,59.270000,58.430000,58.990002,53.147903,8573500
2020-09-14,59.189999,60.090000,59.070000,59.700001,53.787590,6242400
2020-09-15,59.970001,60.110001,59.389999,59.529999,53.634422,8259100
